"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"2629","Binukid",2594,"bkd","8.3","125","ANU",NA
"2630","Binumarien",2595,"bjr","-6.25","146.08","ANU",NA
"2631","Bipi",2596,"biq","-2.109","146.4","ANU",NA
"2632","Birao",2597,"brr","-9.746","160.515","ANU",NA
"2633","Birgid",2105,"btf","13","27","ANU",NA
"2634","Biri",2106,"bvi","7.55","6.233","ANU",NA
"2635","Biri",155,"bzr","-20.5","146.5","ANU",NA
"2636","Biritai",2598,"bqq","-3","137.6","ANU",NA
"2637","Birom",839,"bom","9.67","8.83","ANU",NA
"2638","Bisa",2107,"bib","11.783","0.366","ANU",NA
"2639","Bisayah_Sarawak",2599,"bsb","5.33","115.5","ANU",NA
"2640","Bisu",998,"bii","19.75","100","ANU",NA
"2641","Blablanga",2600,"blp","-8.17","159.42","ANU",NA
"2642","Blablanga_Ghove",2601,"blp-2","-8.33","159.5","ANU",NA
"2643","Black_Tai",3682,"blt","19.75","105","ANU",NA
"2644","Blackfoot",49,"bla","50","-112.67","ANU",NA
"2645","Blagar",2602,"beu","-8.33","124.25","ANU",NA
"2646","Blang",1528,"blr","23.325","100.048","ANU",NA
"2647","Boazi",673,"kvg","-7","141.25","ANU",NA
"2648","Boazi_Kuni",2603,"kvg-2","-6.913","141.326","ANU",NA
"2649","Bobangi",749,"bni","0","17.8","ANU",NA
"2650","Bobo-Fing",2012,"bbo","11.83","-4.42","ANU",NA
"2651","Bobongko",1507,"bgb","-0.5","121.75","ANU",NA
"2652","Bobot",3428,"bty","-3.33","130.17","ANU",NA
"2653","Bogaya",2605,"boq","-5.621","142.231","ANU",NA
"2654","Bohutu",2606,"bxh","-10.5","150.33","ANU",NA
"2655","Boiken",2607,"bzf","-3.525","143.415","ANU",NA
"2656","Bokar",1391,"adi-2","29","94.35","ANU",NA
"2657","Bola",2608,"bnp","-5.5","150","ANU",NA
"2658","Bole",2108,"bol","11.007","10.747","ANU",NA
"2659","Bolinao",2609,"smk","16.341","119.893","ANU",NA
"2660","Bolyu",4152,"ply","24.78","105.35","ANU",NA
"2661","Bonda",3683,"bfw-2","19","82.75","ANU",NA
"2662","Bondei",2109,"bou","-5.082","38.432","ANU",NA
"2663","Bonggi",2610,"bdg","7.3","117.2","ANU",NA
"2664","Bongo",855,"bot","7.5","28","ANU",NA
"2665","Bontok",290,"bnc","17.083","120.917","ANU",NA
"2666","Bor",2110,"bvf","5.605","27.472","ANU",NA
"2667","Bor?ro",664,"bor","-15","-52","ANU",NA
"2668","Bora",3458,"boa","-2.25","-71.75","ANU",NA
"2669","Bori",3421,"adi-7","28.2","94.6","ANU",NA
"2670","Bornholmsk",3684,"scy","55","15","ANU",NA
"2671","Boro",971,"brx","26.75","92","ANU",NA
"2672","Borong_Kosorong",2611,"ksr","-6.534","147.502","ANU",NA
"2673","Bosavi",2612,"bco","-6.425","142.765","ANU",NA
"2674","Bosnian",3685,"bos","44","18","ANU",NA
"2675","Botin_Samban",2613,"kbx-2","-4.33","144.17","ANU",NA
"2676","Botlikh",3686,"bph","42.66","46.22","ANU",NA
"2677","Bouye",2615,"bye","-3.714","141.883","ANU",NA
"2678","Brag-g.yab",1483,"khg-2","30.65","97.55","ANU",NA
"2679","Brahui",496,"brh","29","67","ANU",NA
"2680","Brao",233,"brb","14","107","ANU",NA
"2681","Breton",554,"bre","48","-3.5","ANU",NA
"2682","Bribri",477,"bzd","9.5","-83","ANU",NA
"2683","Brokpa",1344,"sgt","27.33","92","ANU",NA
"2684","Bru_Western",2013,"brv","16.75","104.75","ANU",NA
"2685","Bruu",3687,"bru","17.167","104.333","ANU",NA
"2686","Buang_Central",2616,"bzh","-6.855","146.774","ANU",NA
"2687","Budong-bundong",2617,"bdx","-2.171","119.328","ANU",NA
"2688","Buduma",7,"bdm","13.6","14","ANU",NA
"2689","Budux",3688,"bdk","41.19","48.37","ANU",NA
"2690","Bugan",3689,"bbh","23.75","105","ANU",NA
"2691","Bughotu",2618,"bgt","-8.478","159.808","ANU",NA
"2692","Bugis",408,"bug","-4","120","ANU",NA
"2693","Bugun",1345,"bgn","27.3","92.35","ANU",NA
"2694","Buhid",2619,"bku","12.574","121.25","ANU",NA
"2695","Buin",510,"buo","-6.75","155.833","ANU",NA
"2696","Bukawa",2620,"buk","-6.732","147.359","ANU",NA
"2697","Bukiyip_Arapesh",1067,"ape","-3.667","142.5","ANU",NA
"2698","Bularnu",156,"yil","-21","138","ANU",NA
"2699","Bulgarian",608,"bul","43","25","ANU",NA
"2700","Buli",402,"bzq","0.833","128.5","ANU",NA
"2701","Bulu",2111,"bum","2.917","11.15","ANU",NA
"2702","Buma",306,"tkw","-11.63","166.83","ANU",NA
"2703","Bumbita_Arapesh",1068,"aon","-3.667","142.833","ANU",NA
"2704","Bumthang",1513,"kjz","27.8","90.8","ANU",NA
"2705","Bunama",2621,"bdd","-10.064","141.075","ANU",NA
"2706","Bunan",2160,"bfu","32.61","76.91","ANU",NA
"2707","Bunaq",1305,"bfn","-9.167","125.333","ANU",NA
"2708","Bunaq_Lolotoen",2622,"bfn-2","-9.161","125.26","ANU",NA
"2709","Bunaq_South",2623,"bfn-3","-9.227","125.393","ANU",NA
"2710","Bunganditj",2360,"xbg","-36.5","141","ANU",NA
"2711","Bungku",2624,"bkz","-3","122.33","ANU",NA
"2712","Bunu",3644,"buh","25.5","108.7","ANU",NA
"2713","Bunuba",114,"bck","-17.75","125.75","ANU",NA
"2714","Bunun",1306,"bnn","23.5","121","ANU",NA
"2715","Bunun_Isbukun",2625,"bnn-2","23.459","121.056","ANU",NA
"2716","Buol",2626,"blf","1","121.5","ANU",NA
"2717","Bura",2112,"bwr","10.611","12.195","ANU",NA
"2718","Burarra",116,"bvr","-12.25","134.667","ANU",NA
"2719","Burji",2113,"bji","5.5","37.9","ANU",NA
"2720","Burmbar",2627,"vrt","-16.372","167.749","ANU",NA
"2721","Burmese",999,"mya","20","96","ANU",NA
"2722","Burmeso",2628,"bzu","-2.447","138.209","ANU",NA
"2723","Buru",267,"mhs","-3.5","126.5","ANU",NA
"2724","Burum",2629,"bmu","-6.484","147.311","ANU",NA
"2725","Burushaski",455,"bsk","36.5","74.5","ANU",NA
"2726","Buryat",59,"bxm","52","108","ANU",NA
"2727","Busa",801,"bqp","9.67","4","ANU",NA
"2728","Bushong",750,"buf","-4.67","21.3","ANU",NA
"2729","Busoa",2630,"bup","-5.62","122.616","ANU",NA
"2730","Butmas Tur",2631,"bnr","-15.376","167.028","ANU",NA
"2731","Buwal",3395,"bhs","10.5","13.86","ANU",NA
"2732","Buyuan Jino",1542,"jiy","22.05","101","ANU",NA
"2733","Bwaidoka",2632,"bwd","-9.479","150.311","ANU",NA
"2734","Byansi",977,"bee","30.17","80.5","ANU",NA
"2735","B?siro",3966,"xxx-16","-16.638","-61.927","ANU",NA
"2736","B?t?",2010,"btg","6.25","-6.25","ANU",NA
"2737","Caac",2633,"msq","-20.42","164.42","ANU",NA
"2738","Cabiyar?",3967,"cbb","-0.13","-70.693","ANU",NA
"2739","Cacua",2014,"cbv","1.08","-70","ANU",NA
"2740","Caddo",1503,"cad","33.33","-93.5","ANU",NA
"2741","Cahuilla",1191,"chl","33.75","-117.75","ANU",NA
"2742","Cakchiquel",678,"ckf","14.5","-91","ANU",NA
"2743","Cal?",4147,"rmq","41.5","0","ANU",NA
"2744","Callahuaya",3459,"caw","-15","-69","ANU",NA
"2745","Camling",978,"rab","27.3","86.8","ANU",NA
"2746","Campa",102,"cni","-12","-74","ANU",NA
"2747","Camsﬂ",459,"kbh","1","-77","ANU",NA
"2748","Candoshi",460,"cbu","-4.17","-77","ANU",NA
"2749","Canela-Krah?",666,"ram","-6.5","-45","ANU",NA
"2750","Cantonese",1003,"yue","22.333","114","ANU",NA
"2751","Caodeng_rGyalrong",3691,"jya-2","32.2","101.8","ANU",NA
"2752","Capanahua",916,"kaq","-7","-74","ANU",NA
"2753","Caquinte",3969,"cot","-11.709","-73.925","ANU",NA
"2754","Car",254,"caq","9.167","92.75","ANU",NA
"2755","Carapana",1144,"cbc","0.45","-71","ANU",NA
"2756","Carib",462,"car","7.85","-59","ANU",NA
"2757","Carijona",3793,"cbd-2","0.148","-70.708","ANU",NA
"2758","Carolinian",2634,"cal","15","146","ANU",NA
"2759","Carrier",3460,"crx","53.5","-125","ANU",NA
"2760","Cashibo-Cacataibo",917,"cbr","-9.1","-75.5","ANU",NA
"2761","Cashinahua",3461,"cbs","-10.5","-71.75","ANU",NA
"2762","Catalan",599,"cat","41.4","2.3","ANU",NA
"2763","Cavine±a",3462,"cav","-12.25","-67.5","ANU",NA
"2764","Cayapa",444,"cbi","1.2","-78.75","ANU",NA
"2765","Cayuga",3463,"cay","42.75","-76.75","ANU",NA
"2766","Cayuvava",468,"cyb","-12.5","-67","ANU",NA
"2767","Cebuano",284,"ceb","10","124","ANU",NA
"2768","Cemuhi",307,"cam","-20.833","165","ANU",NA
"2769","Cerma",2114,"cme","10.25","-4.85","ANU",NA
"2770","Ch˜cangacakha",1493,"cgk","27.5","90.88","ANU",NA
"2771","Ch˜cangacakha-2",4179,"cgk-2","27.55","90.92","ANU",NA
"2772","Cha'palaachi",3465,"cbi-2","0.838","-78.877","ANU",NA
"2773","Chacobo",918,"cao","-12.25","-65","ANU",NA
"2774","Chaha",34,"sgw","8.2","38","ANU",NA
"2775","Chakavian",4170,"svm","45.17","14.85","ANU",NA
"2776","Chali",2064,"tgf","27.3","91","ANU",NA
"2777","Cham_Eastern",422,"cjm","11.333","108.5","ANU",NA
"2778","Cham_Western",423,"cja","12","105.5","ANU",NA
"2779","Chama",3466,"ese-2","-11.33","-66.25","ANU",NA
"2780","Chamacoco",3971,"ceg","-22.358","-59.72","ANU",NA
"2781","Chamalal_Gigatil",3692,"cji","42.54","46.06","ANU",NA
"2782","Chamalal_Nizhnee Gakvari",3693,"cji-2","42.53","46.05","ANU",NA
"2783","Chambri",661,"can","-4.167","143.083","ANU",NA
"2784","Chamicuro",3861,"ccc","-5.114","-75.736","ANU",NA
"2785","Chamorro",281,"cha","13.583","145","ANU",NA
"2786","Changchow",3694,"nan-5","24.75","117.833","ANU",NA
"2787","Changsha",3695,"hsn","28","113","ANU",NA
"2788","Changzhi",3696,"cmn-3","36.167","113","ANU",NA
"2789","Chantyal",979,"chx","28.75","83.5","ANU",NA
"2790","Chaozhou",3697,"nan-2","23.667","116.667","ANU",NA
"2791","Chaplino",3467,"ess-2","65","-173","ANU",NA
"2792","Chaplino_Alaska",3468,"ess-3","63.5","-170.5","ANU",NA
"2793","Chara",2116,"cra","6.617","36.238","ANU",NA
"2794","Chatino",912,"ctp","16.5","-97.25","ANU",NA
"2795","Chatino_Yaitepec",3469,"ctp-2","16.5","-97.25","ANU",NA
"2796","Che'_Wong",3698,"cwg","3.833","102","ANU",NA
"2797","Chechen",726,"che","43.13","45.54","ANU",NA
"2798","Cheke Holo_Maringe",2935,"mrn","-8.5","159.67","ANU",NA
"2799","Chemakum",3470,"xch","48.08","-122.93","ANU",NA
"2800","Chemehuevi",1183,"ute-3","34.33","-115.17","ANU",NA
"2801","Chenapian",2636,"cjn","-4.25","142.33","ANU",NA
"2802","Cheng",3699,"jeg","15","107.167","ANU",NA
"2803","Chengfeng",4124,"xxx-109","29.685","113.49","ANU",NA
"2804","Chengqiao",3700,"wuu-10","31.63","121.4","ANU",NA
"2805","Chepang",980,"cdm","28.05","83.92","ANU",NA
"2806","Cheremis",3701,"mrj","55.624","55.484","ANU",NA
"2807","Cherokee",621,"chr","35.5","-83.5","ANU",NA
"2808","Cheyenne",3471,"chy","43.5","-104","ANU",NA
"2809","Chickasaw",2015,"cic","34","-88","ANU",NA
"2810","Chiguano_Izoce±o",3758,"gui-2","-20","-63","ANU",NA
"2811","Chilcotin",3472,"clc","52","-125","ANU",NA
"2812","Chimariko",530,"cid","41","-123","ANU",NA
"2813","Chimila",3473,"cbg","10.5","-73","ANU",NA
"2814","Chimwiini",2117,"swh-2","-1","42","ANU",NA
"2815","Chin_Daai",1552,"dao","21.1","93.65","ANU",NA
"2816","Chin_Falam",1376,"cfm","22.9","93.67","ANU",NA
"2817","Chin_Tiddim",1014,"ctd","23.333","93.667","ANU",NA
"2818","Chinese_Liao",4116,"cmn-5","41.8","123.5","ANU",NA
"2819","Chinook",1298,"chh","46","-124","ANU",NA
"2820","ChiNyanja",751,"nya","-15","35","ANU",NA
"2821","Chipaya",3474,"cap","-19","-68","ANU",NA
"2822","Chipewyan",703,"chp","59","-106","ANU",NA
"2823","Chiquitano",481,"cax","-17.5","-62","ANU",NA
"2824","Chiricahua",704,"apm","33.5","-108","ANU",NA
"2825","Chiriguano_Chan?",3972,"gui-2","-17.793","-63.18","ANU",NA
"2826","Chitimacha",482,"ctm","29.67","-91","ANU",NA
"2827","Choctaw",700,"cho","32.25","-88.5","ANU",NA
"2828","Chokobo",2118,"cbo","10.35","8.85","ANU",NA
"2829","Chokwe",2119,"cjk","-9.702","22.876","ANU",NA
"2830","Cholon",486,"cht","-8","-77.5","ANU",NA
"2831","Chono",3475,"xxx-39","-46","-75","ANU",NA
"2832","Chontal",679,"chd","18.17","-92.58","ANU",NA
"2833","Chontal",1060,"clo","16.3","-95.5","ANU",NA
"2834","Chopi",2120,"cce","-24.718","34.744","ANU",NA
"2835","Chorote",3476,"crq","-22","-63","ANU",NA
"2836","Chorti",3477,"caa","14.8","-89.3","ANU",NA
"2837","Chrau",234,"crw","10.667","107.5","ANU",NA
"2838","Chru",2637,"cje","11.774","108.575","ANU",NA
"2839","Chuave",2638,"cjv","-6.168","145.119","ANU",NA
"2840","Chuj",680,"cac","16","-91.5","ANU",NA
"2841","Chuj_Ixtatﬂn",3478,"cnm","16","-91.5","ANU",NA
"2842","Chukchi",489,"ckt","67","-173","ANU",NA
"2843","Chumash",492,"boi","34.67","-120.25","ANU",NA
"2844","Chuukese",308,"chk","7.333","151.75","ANU",NA
"2845","Chuvash",76,"chv","55.5","47.5","ANU",NA
"2846","Chuxnabﬂn Mixe",3479,"pxm","17","-96","ANU",NA
"2847","Ciacia",2639,"cia","-5.75","122.75","ANU",NA
"2848","Cicipu",2121,"awc","10.911","5.703","ANU",NA
"2849","CiLuba",1436,"lua","-6","22","ANU",NA
"2850","Citak",2640,"tml","-5.509","139.218","ANU",NA
"2851","Clallam",3480,"clm","48.08","-123.75","ANU",NA
"2852","Classical Malay",1548,"xxx-96","2.2","102.5","ANU",NA
"2853","Classical Tibetan",1350,"xct","31","89","ANU",NA
"2854","Coahuilteco",493,"xxx-6","28","-100","ANU",NA
"2855","Cocama-Cocamilla",1156,"cod","-5","-74.3","ANU",NA
"2856","Cocopa",539,"coc","32.5","-115","ANU",NA
"2857","Coeur d'Alene",952,"crd","47.33","-117","ANU",NA
"2858","Cofan",3481,"con","0.25","-77","ANU",NA
"2859","Cogtse Gyarong",1267,"jya","32.1","100.9","ANU",NA
"2860","Colac",2361,"xxx-73","-38.33","143.5","ANU",NA
"2861","Comanche",1184,"com","33.5","-101.5","ANU",NA
"2862","Comox",949,"coo","49.75","-125","ANU",NA
"2863","Coos",907,"csz","43.5","-124.17","ANU",NA
"2864","Coptic",22,"cop","29","31","ANU",NA
"2865","Cora",1180,"crn","23.333","-99","ANU",NA
"2866","Cornish",555,"cor","50.5","-4.5","ANU",NA
"2867","Corsican",4106,"cos","42.1","9.5","ANU",NA
"2868","Cotabato Manobo_Kalamansig",2641,"mta","6.421","124.29","ANU",NA
"2869","Cowlitz",3482,"cow","46.5","-123.17","ANU",NA
"2870","Cree_Moose",3561,"crm","51.33","-80.5","ANU",NA
"2871","Cree_Plains",51,"crk","54","-116","ANU",NA
"2872","Cree_Swampy",3609,"csw","55.5","-84","ANU",NA
"2873","Cree_Woods",50,"cwd","58","-102","ANU",NA
"2874","Creek",1565,"mus","32","-85","ANU",NA
"2875","Croatian",3703,"hrv","45.5","17.3","ANU",NA
"2876","Crow",1028,"cro","45.5","-108","ANU",NA
"2877","Cua",235,"cua","15.167","108.667","ANU",NA
"2878","Cubeo",1145,"cub","1.33","-70.5","ANU",NA
"2879","Cuiba",1062,"cui-2","6.5","-70.5","ANU",NA
"2880","Cuiba",521,"yuz","-16.5","-65","ANU",NA
"2881","Cuitlatec",3483,"qpb","18.1","-100.34","ANU",NA
"2882","Cup'ik",4057,"esu-2","61.525","-165.65","ANU",NA
"2883","Cupe±o",1332,"cup","33.17","-116.5","ANU",NA
"2884","Cuvok",3396,"cuv","10.7","14","ANU",NA
"2885","Czech",609,"ces","50","14.5","ANU",NA
"2886","Da'a",2642,"kzf","-1.356","119.549","ANU",NA
"2887","Daba",2122,"dbq","10.1","13.8","ANU",NA
"2888","Dacian",4111,"xdc","41","25","ANU",NA
"2889","Dadibi",2016,"mps","-6.55","144.58","ANU",NA
"2890","Dadua",1532,"gal-2","-8.135","125.638","ANU",NA
"2891","Daga",494,"dgz","-10","149.25","ANU",NA
"2892","Dagaare",806,"dga","11.5","-2.5","ANU",NA
"2893","Dagbani",807,"dag","9.58","-0.5","ANU",NA
"2894","Dagur",60,"dta","48","124","ANU",NA
"2895","Dahalo",2123,"dal","-2.217","40.483","ANU",NA
"2896","Dai",2643,"dij","-7.5","129.5","ANU",NA
"2897","Daju_Dar Fur",2017,"daj","12.25","25.25","ANU",NA
"2898","Dakaka",2644,"bpa","-16.269","167.964","ANU",NA
"2899","Dakpa",1330,"dka","27.75","91.5","ANU",NA
"2900","Dalabon",124,"ngk","-14.25","134","ANU",NA
"2901","Dalmatian",4171,"dlm","45.35","14.5","ANU",NA
"2902","Damal",1235,"uhn","-4","137.5","ANU",NA
"2903","Damal Wa",2645,"uhn-2","-4.185","137.275","ANU",NA
"2904","Damar_East",2678,"dmr","-7.25","128.52","ANU",NA
"2905","Damar_West",1443,"drn","-7","128.5","ANU",NA
"2906","Dameli",3706,"dml","35.375","71.693","ANU",NA
"2907","Dami",2646,"dad","-5.315","145.613","ANU",NA
"2908","Damin",1343,"xxx-7","-16.75","139.25","ANU",NA
"2909","Dan",802,"dnj","7.5","-8","ANU",NA
"2910","Danau",3707,"dnu","22.333","99.333","ANU",NA
"2911","Danezaa",3484,"bea","57","-120","ANU",NA
"2912","Dangal?at_Western",2018,"daa","12.17","18.33","ANU",NA
"2913","Danggaura Tharu",2724,"thl","28.1","82.3","ANU",NA
"2914","Dangla",2124,"daa-2","12.15","18.25","ANU",NA
"2915","Dani",1091,"dni","-4","138.917","ANU",NA
"2916","Dani Aikhe",2647,"dni-3","-3.95","138.97","ANU",NA
"2917","Dani Bele",2648,"dni-2","-3.93","138.73","ANU",NA
"2918","Dani Gorge",2649,"dnt","-4.33","139.13","ANU",NA
"2919","Dani Hablifoeri",2650,"dni-4","0","0","ANU",NA
"2920","Dani Mugogo",2651,"dni-5","-3.97","138.8","ANU",NA
"2921","Dani Wodo",2652,"wlw","-3.816","138.718","ANU",NA
"2922","Danish",560,"dan","56","10","ANU",NA
"2923","Danisi",2125,"shg","-20.206","25.26","ANU",NA
"2924","Danyang",3708,"xxx-52","32","119.6","ANU",NA
"2925","Dao_Ngan_Tay",3709,"tyz","23","102.5","ANU",NA
"2926","Darai",1393,"dry","27.85","84.1","ANU",NA
"2927","Dargi",3710,"dar-2","42.27","47.34","ANU",NA
"2928","Dargwa",718,"dar","42.15","47.4","ANU",NA
"2929","Dari",3711,"prs","36.01","70.026","ANU",NA
"2930","Darma",1370,"drd","29.84","80.517","ANU",NA
"2931","Dasenech",2126,"dsh","4.802","36.05","ANU",NA
"2932","Dawawa",2653,"dww","-10.151","149.968","ANU",NA
"2933","Dawera-Daweloor",2654,"ddw","-7.759","130.04","ANU",NA
"2934","Deang_Guangka",3712,"rbb","24.833","99.75","ANU",NA
"2935","Debri",2127,"dil","12.04","29.66","ANU",NA
"2936","Dedua",2655,"ded","-6.381","147.576","ANU",NA
"2937","Degema",804,"deg","4.75","6.75","ANU",NA
"2938","Dehong",3713,"tdd","24","98","ANU",NA
"2939","Deirate",2656,"tad-2","-3","137.17","ANU",NA
"2940","Dekwana",463,"mch","4.5","-63.5","ANU",NA
"2941","Dela-Oenale",2657,"row","-10.92","123","ANU",NA
"2942","Delaware",3485,"unm","41.5","-74.67","ANU",NA
"2943","Demena",470,"mbp","10.9","-73.6","ANU",NA
"2944","Denaina",1509,"tfn","62","-150","ANU",NA
"2945","Dengebu",2128,"dec","10.6","29.9","ANU",NA
"2946","Deni",2658,"stc","-10.83","166.08","ANU",NA
"2947","Denjongkha",1358,"sip","27.5","88.5","ANU",NA
"2948","Den?",3486,"dny","-6","-68","ANU",NA
"2949","Desano",3487,"des","0.579","-69.067","ANU",NA
"2950","Dhalandji",2447,"dhl","-22.5","115.5","ANU",NA
"2951","Dhao",1525,"nfa","-10.83","122.75","ANU",NA
"2952","Dharawal",1295,"tbh","-34.5","150.5","ANU",NA
"2953","Dharuk",1302,"xxx-8","-34","151","ANU",NA
"2954","Dharumbal",158,"bjy","-22.75","150.5","ANU",NA
"2955","Dhimal",1394,"dhi","26.6","86.75","ANU",NA
"2956","Dholuo",2130,"bxd","24.33","98.39","ANU",NA
"2957","Dhudhuroa",2363,"ddr","-36.5","148","ANU",NA
"2958","Dhurgal",2364,"xxx-74","-35.67","150","ANU",NA
"2959","Dia",3382,"dia-2","-3.476","142.413","ANU",NA
"2960","Dibabawon Manobo",2660,"mbd","7.83","126","ANU",NA
"2961","Dida",2131,"dic","5.518","-5.245","ANU",NA
"2962","Didra",3714,"tdr","14.527","108.251","ANU",NA
"2963","Diegue±o",540,"dih","32.67","-116.17","ANU",NA
"2964","Digaru Mishmi",3422,"mhu","28.2","96.2","ANU",NA
"2965","Dii",2134,"dur","8.07","13.882","ANU",NA
"2966","Dimasa",1379,"dis","25.33","93","ANU",NA
"2967","Dimili",1462,"diq","38","40","ANU",NA
"2968","Dingri",1471,"bod-4","28.567","86.633","ANU",NA
"2969","Dinik",2132,"aft","12.458","30.751","ANU",NA
"2970","Dinka",876,"dip","8.5","28","ANU",NA
"2971","Diola",833,"dyo","13","-16","ANU",NA
"2972","Dixon Reef",2661,"dix","-15.5","167.5","ANU",NA
"2973","Diyari",159,"dif","-28","139","ANU",NA
"2974","Dizi",23,"mdx","6.17","36.5","ANU",NA
"2975","Djabugay",160,"dyy","-16.75","145.583","ANU",NA
"2976","Djambarrpuyngu",161,"djr","-12","135.5","ANU",NA
"2977","Djapu",162,"duj","-12.667","136","ANU",NA
"2978","Djaru",163,"ddj","-18.75","128","ANU",NA
"2979","Djeoromitxi",3488,"jbt-2","-12.1","-63.1","ANU",NA
"2980","Djinang",164,"dji","-12.5","134.833","ANU",NA
"2981","Djingili",220,"jig","-17.25","133.833","ANU",NA
"2982","Dla",957,"kbv","-3.7","142.05","ANU",NA
"2983","Dobel",1263,"kvo","-6.083","134.5","ANU",NA
"2984","Dobu",2662,"dob","-9.75","150.83","ANU",NA
"2985","Dogon",800,"dba","14.5","-2.5","ANU",NA
"2986","Dogrib",3489,"dgr","65","-115","ANU",NA
"2987","Dohoi",1281,"otd","-0.5","113","ANU",NA
"2988","Dolpo",1465,"dre","29","83","ANU",NA
"2989","Dom",1292,"doa","-6","144.917","ANU",NA
"2990","Dong",1050,"doc","26","109","ANU",NA
"2991","Dongolawi",732,"doo","18","32","ANU",NA
"2992","Dongwang",1371,"khg","28.25","99.55","ANU",NA
"2993","Dori'o",2664,"dor","-9.2","160.83","ANU",NA
"2994","Dorig",2663,"wwo","-14.35","167.57","ANU",NA
"2995","Doromu_Koki",2665,"kqc","-9.629","147.914","ANU",NA
"2996","Doutai",655,"tds","-3.25","138.25","ANU",NA
"2997","Doyayo",733,"dow","8.67","13.08","ANU",NA
"2998","Drehu",309,"dhv","-21","167.083","ANU",NA
"2999","Drokpa",1473,"bod-5","29.05","84.5","ANU",NA
"3000","Dschang",2133,"ybb","5.45","10.067","ANU",NA
"3001","Duala",752,"dua","4.3","9.8","ANU",NA
"3002","Duau",2666,"dva","-10","151.17","ANU",NA
"3003","Duka",816,"dud","11.17","5.08","ANU",NA
"3004","Dulong",1023,"duu","28","98.333","ANU",NA
"3005","Dumagat_Casiguran",2668,"dgc","16.653","122.303","ANU",NA
"3006","Dumaki",573,"dmk","36.167","74","ANU",NA
"3007","Dumbea",2669,"duf","-22.094","166.372","ANU",NA
"3008","Dumi",1333,"dus","27.25","86.67","ANU",NA
"3009","Dumo",1037,"vam","-2.667","141.25","ANU",NA
"3010","Dumun_Saep",2670,"dui","-5.53","146.083","ANU",NA
"3011","Duna",1093,"duc","-5.417","142.5","ANU",NA
"3012","Dura",1403,"drq","28.5","84.25","ANU",NA
"3013","Dusun_Deyah",2671,"dun","-2","115.5","ANU",NA
"3014","Dusun_Malang",2672,"duq","-0.732","115.108","ANU",NA
"3015","Dusun_Tambunan",2674,"kzt","5.686","116.376","ANU",NA
"3016","Dusun_Witu",2673,"duw","-1.576","114.857","ANU",NA
"3017","Dusur",2675,"vam-2","-2.75","141.33","ANU",NA
"3018","Dutch",561,"nld","52.5","6","ANU",NA
"3019","Duungidjawu",2365,"wkw","-26.222","152.081","ANU",NA
"3020","Duvle",2676,"duv","-3.139","137.976","ANU",NA
"3021","Duwet",2677,"gve","-6.441","146.886","ANU",NA
"3022","Dye",2135,"gng","10.177","0.449","ANU",NA
"3023","Dyirbal",165,"dbl","-17.583","145.5","ANU",NA
"3024","Dzala",2063,"dzl","27","91.5","ANU",NA
"3025","Dzongkha",1282,"dzo","27.5","89.5","ANU",NA
"3026","D?w",1198,"kwa","-0.15","-67.05","ANU",NA
"3027","D?nyﬂ",2129,"anv","5.963","9.309","ANU",NA
"3028","Ebang",2136,"hbn","11.214","30.524","ANU",NA
"3029","Ebrie",837,"igb","5.3","-4","ANU",NA
"3030","Edolo",451,"etr","-6.083","142.667","ANU",NA
"3031","Efate_North_Nguna",3043,"llp","-17.5","168.33","ANU",NA
"3032","Efate_South",3195,"erk","-17.75","168.25","ANU",NA
"3033","Efik",796,"efi","4.92","8.5","ANU",NA
"3034","Ega",825,"ega","5.5","-5.5","ANU",NA
"3035","Egyptian_Ancient",1413,"xxx-9","29","29","ANU",NA
"3036","Eipomek",2681,"eip","-4.322","140.079","ANU",NA
"3037","Eivo",2682,"eiv","-6.056","155.333","ANU",NA
"3038","Ejagham",2019,"etu","5.6","9","ANU",NA
"3039","Ekagi",1140,"ekg","-3.917","136.25","ANU",NA
"3040","Ekoti",2137,"eko","-16.538","39.677","ANU",NA
"3041","Elamite",4118,"elx","31","49","ANU",NA
"3042","Eleme",2138,"elm","4.763","7.242","ANU",NA
"3043","Elopi",1388,"dbf","-3.083","137.333","ANU",NA
"3044","Eloyi",2139,"afo","8.001","7.844","ANU",NA
"3045","Elseng",2683,"mrf","-3","140.5","ANU",NA
"3046","Emae",337,"mme","-17.033","168.167","ANU",NA
"3047","Emai",2140,"ema","7","5.9","ANU",NA
"3048","Embaloh",1458,"emb","1.163","112.37","ANU",NA
"3049","Embera_Baudo",484,"bdc","5.2","-76.8","ANU",NA
"3050","Embera_Cham?",483,"cmi","5","-76","ANU",NA
"3051","Embera_Choco",3490,"cto","7.5","-77.75","ANU",NA
"3052","Embera_Saija",3491,"tdc","4.5","-77.2","ANU",NA
"3053","Embera_SanJuan",3492,"tdc-2","6","-75.85","ANU",NA
"3054","Emberﬂ_Northern",3896,"emp","-6.673","-77.365","ANU",NA
"3055","Emerillon",3973,"eme","2.927","-53.042","ANU",NA
"3056","Emmi",2366,"anm","24.33","93.99","ANU",NA
"3057","Emplawas",2684,"emw","-8.035","129.729","ANU",NA
"3058","Enawen?-Naw?",3974,"unk","-13.229","-58.885","ANU",NA
"3059","Ende",2685,"end","-8.83","121.67","ANU",NA
