"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"1462","Gumer",1462,"sgw","8.11879","37.9891","Phoible","seba1251"
"1463","Gura",1463,"sgw","8.11879","37.9891","Phoible","seba1251"
"1464","Gyeto",1464,"sgw","8.11879","37.9891","Phoible","seba1251"
"1465","Ennemor",1465,"ior","7.94883","37.7968","Phoible","inor1238"
"1466","Endegen",1466,"ior","7.94883","37.7968","Phoible","inor1238"
"1467","Ener",1467,"ior","7.94883","37.7968","Phoible","inor1238"
"1468","Dzuungoo",1468,"dnn","11.3796","-4.92036","Phoible","dzuu1241"
"1469","Bagirmi",1469,"bmi","11.5239","14.7695","Phoible","bagi1246"
"1470","Ngiti",1470,"niy","1.30455","30.2242","Phoible","ngit1239"
"1471","Chindali",1471,"ndh","-9.88948","33.6118","Phoible","ndal1241"
"1472","Me'en",1472,"mym","6.63207","35.6255","Phoible","meen1242"
"1473","Ongamo",1473,"nsg","-2.97716","37.528","Phoible","ngas1238"
"1474","Mbay",1474,"myb","8.23066","15.7328","Phoible","mbay1241"
"1475","Gumuz",1475,"guk","11.2873","35.3803","Phoible","gumu1244"
"1476","Soo",1476,"teu","2.58367","34.7595","Phoible","sooo1256"
"1477","Gimira",1477,"bcq","7.04682","35.7673","Phoible","benc1235"
"1478","Bench",1478,"bcq","7.04682","35.7673","Phoible","benc1235"
"1479","Yemsa",1479,"jnj","7.79821","37.4412","Phoible","yems1235"
"1480","Zayse",1480,"zay","5.83747","37.3409","Phoible","zays1235"
"1482","Koorete",1482,"kqy","5.80545","37.8679","Phoible","koor1239"
"1483","Aari",1483,"aiw","5.95034","36.5721","Phoible","aari1239"
"1484","Komo",1484,"xom","8.94162","34.0939","Phoible","komo1258"
"1485","Twampa",1485,"udu","9.16012","34.2293","Phoible","uduk1239"
"1486","Opo",1486,"lgn","8.47526","33.853","Phoible","opuu1239"
"1487","Kwama",1487,"kmq","9.50836","34.2457","Phoible","kwam1249"
"1488","Mayogo",1488,"mdm","2.79827","27.8282","Phoible","mayo1261"
"1490","Nouni",1490,"nnw","11.5186","-2.14385","Phoible","sout2795"
"1491","Ndebele",1491,"nde","-20.2513","27.4096","Phoible","nort2795"
"1492","Saxwe, Gbe",1492,"sxw","6.58269","1.92015","Phoible","saxw1241"
"1493","Laarim",1493,"loh","4.80331","33.3312","Phoible","nari1240"
"1494","Bijogo",1494,"bjg","11.1097","-16.1497","Phoible","bidy1244"
"1495","Dompo",1495,"doy","8.182","-2.295","Phoible","domp1238"
"1496","Bamana",1496,"bam","12.0401","-9.98949","Phoible","bamb1269"
"1497","Heiban",1497,"hbn","11.2908","30.5282","Phoible","heib1243"
"1498","Koyaga",1498,"kga","8.29177","-6.23255","Phoible","koya1253"
"1499","Cwaya",1499,"shw","11.2708","30.3533","Phoible","shwa1239"
"1500","Tiba",1500,"ttb","8.4809","11.9603","Phoible","gaaa1245"
"1501","Kwanyama",1501,"kua","-17.7176","16.58","Phoible","kuan1247"
"1502","Mbalanhu",1502,"lnb","-19.593","16.617","Phoible","mbal1255"
"1503","Kwambi",1503,"kwm","-18.0339","15.7294","Phoible","kwam1251"
"1504","Ngandjera",1504,"nne","-16.6359","21.1928","Phoible","ngan1300"
"1505","Ndonga (Kwaluudhi)",1505,"ndo","-17.6417","19.1631","Phoible","ndon1254"
"1506","Ndonga (Kolonkadhi)",1506,"ndo","-17.6417","19.1631","Phoible","ndon1254"
"1507","Ndonga (Eunda)",1507,"ndo","-17.6417","19.1631","Phoible","ndon1254"
"1508","Konkomba",1508,"xon","9.82224","0.2783","Phoible","konk1269"
"1509","Beria",1509,"zag","17.4842","23.4626","Phoible","zagh1240"
"1510","Zway",1510,"zwa","8.01148","38.8258","Phoible","zayy1238"
"1511","Leke",1511,"zmx","1.70044","17.3733","Phoible","bomi1238"
"1512","Bobo, North",1512,"bbo","12.4182","-4.47538","Phoible","nort2819"
"1513","Bena",1513,"bez","-9.26671","35.0364","Phoible","bena1262"
"1514","Kpelle, North",1514,"gkp","7.93196","-8.98843","Phoible","guin1254"
"1515","Kakabe",1515,"kke","10.5962","-11.4418","Phoible","kaka1265"
"1516","Lele",1516,"llc","8.98043","-10.371","Phoible","lele1266"
"1517","Looma",1517,"lom","7.91585","-9.69906","Phoible","loma1260"
"1518","Mano",1518,"mev","7.04616","-8.86405","Phoible","mann1248"
"1519","Kyanga",1519,"tye","11.5953","3.58651","Phoible","kyen1242"
"1520","Shanga",1520,"sho","11.2752","4.41464","Phoible","shan1282"
"1521","Abure",1521,"abu","5.21534","-3.64123","Phoible","abur1243"
"1522","Bankon",1522,"abb","4.3702","9.6403","Phoible","bank1256"
"1523","Efutu",1523,"afu","5.42441","-0.59545","Phoible","awut1241"
"1524","Aghem",1524,"agq","6.38956","10.0807","Phoible","aghe1239"
"1525","Arbore",1525,"arv","4.92183","36.7986","Phoible","arbo1245"
"1526","Abidji",1526,"abi","5.65656","-4.58421","Phoible","abid1235"
"1527","Adioukrou",1527,"adj","5.38228","-4.52522","Phoible","adio1239"
"1528","Aizi, Tiagba",1528,"ahi","5.28022","-4.62352","Phoible","tiag1235"
"1529","Alladian",1529,"ald","5.22371","-4.42647","Phoible","alla1248"
"1530","Tinɔr",1530,"ahs","9.36574","7.39443","Phoible","ashe1269"
"1531","Shindazidja",1531,"zdj","-11.6129","43.36","Phoible","ngaz1238"
"1532","Akpes",1532,"ibe","7.50256","5.95559","Phoible","akpe1248"
"1533","Iten",1533,"etx","9.73073","8.61443","Phoible","eten1239"
"1534","Nuer",1534,"nus","8.13911","32.3829","Phoible","nuer1246"
"1535","West Kainji",1535,"gel","11.5319","4.8387","Phoible","kagf1238"
"1536","Idu",1536,"idu","7.19139","7.71261","Phoible","idom1241"
"1537","Rigwe",1537,"iri","9.85197","8.6525","Phoible","irig1241"
"1538","Izere",1538,"izr","9.93195","9.09741","Phoible","izer1241"
"1539","Jere",1539,"jer","10.1962","8.95834","Phoible","jere1244"
"1540","Leggbo",1540,"agb","6.02645","7.98385","Phoible","legb1242"
"1541","Logba",1541,"lgq","6.92838","0.43068","Phoible","logb1245"
"1542","Awngi",1542,"awn","10.9819","36.6916","Phoible","awng1244"
"1543","Glavda",1543,"glw","11.1334","13.8652","Phoible","glav1244"
"1544","Ahaan",1544,"ahn","7.44139","6.00896","Phoible","ahan1244"
"1545","Uwu",1545,"aye","7.52206","6.01979","Phoible","ayer1245"
"1546","Ronga",1546,"rng","-26.7329","32.6167","Phoible","rong1268"
"1547","Comorian, Ndzwani",1547,"wni","-12.2123","44.3709","Phoible","ndzw1235"
"1548","Birifor",1548,"biv","9.2873","-2.72672","Phoible","sout2790"
"1549","Kwatay",1549,"cwt","12.4825","-16.7484","Phoible","kuwa1246"
"1550","Attie",1550,"ati","5.9977","-3.8209","Phoible","atti1239"
"1551","Angolar",1551,"aoa","0.11438","6.59486","Phoible","ango1258"
"1552","Oromo, Eastern",1552,"hae","8.67428","41.4395","Phoible","east2652"
"1553","Kriyol",1553,"pov","13.2335","-15.3325","Phoible","uppe1455"
"1554","Akoose",1554,"bss","4.9243","9.65522","Phoible","akoo1248"
"1555","Bakaka (Mwaneka)",1555,"bqz","4.79991","9.80402","Phoible","baka1273"
"1556","Bakaka (Babong)",1556,"bqz","4.79991","9.80402","Phoible","baka1273"
"1557","Bakaka (Mkaa')",1557,"bqz","4.79991","9.80402","Phoible","baka1273"
"1558","Mbo (Ekanang)",1558,"mbo","5.13981","9.92766","Phoible","mboc1235"
"1559","Bassossi",1559,"bsi","5.23655","9.52275","Phoible","bass1260"
"1560","Mbo (Ngwatta)",1560,"mbo","5.13981","9.92766","Phoible","mboc1235"
"1561","Liberian English",1561,"lir","6.423","-10.5284","Phoible","libe1240"
"1562","Gban",1562,"ggu","6.40859","-5.51851","Phoible","gagu1242"
"1563","Eton",1563,"eto","4.21045","11.3935","Phoible","eton1253"
"1564","Reunionnais",1564,"rcf","-21.1131","55.5321","Phoible","reun1238"
"1565","Masalit",1565,"mls","13.2733","22.1752","Phoible","nucl1440"
"1566","Saotomense",1566,"cri","0.28332","6.61935","Phoible","saot1239"
"1567","Tangale",1567,"tan","9.75444","11.3228","Phoible","nucl1696"
"1568","Sukuma",1568,"suk","-3.16082","32.8765","Phoible","suku1261"
"1569","Mauritian Creole",1569,"mfe","-20.2613","57.5517","Phoible","mori1278"
"1570","Krio",1570,"kri","10.8811","-14.3204","Phoible","krio1253"
"1571","Kituba",1571,"ktu","-2.29601","17.1548","Phoible","kitu1246"
"1572","Akasilimi",1572,"aks","8.8858","1.37035","Phoible","akas1242"
"1573","Tuki",1573,"bag","4.64348","11.5353","Phoible","tuki1240"
"1574","Baka",1574,"bkc","2.16013","13.7804","Phoible","baka1272"
"1575","Bum",1575,"bmv","6.48655","10.418","Phoible","bumm1238"
"1576","Daba",1576,"dbq","10.3521","13.6318","Phoible","nucl1683"
"1577","Gavar",1577,"gou","10.5603","13.8188","Phoible","gava1241"
"1578","Gu'de",1578,"gde","10.2138","13.403","Phoible","gude1246"
"1579","Lango",1579,"lno","4.04948","33.0412","Phoible","lang1322"
"1580","Igo",1580,"ahl","7.25499","0.67846","Phoible","igoo1238"
"1581","Kako",1581,"kkj","3.79989","15.6282","Phoible","kako1242"
"1582","Kwanja",1582,"knp","6.30293","11.6931","Phoible","kwan1276"
"1583","Mambila",1583,"mcu","6.43829","11.4195","Phoible","came1252"
"1584","Mere",1584,"meq","10.7458","14.09","Phoible","mere1246"
"1585","Mandara",1585,"mfi","11.3169","13.8996","Phoible","wand1278"
"1586","Chonyi",1586,"coh","-3.79746","39.7553","Phoible","chon1287"
"1587","Digo",1587,"dig","-4.62101","39.1752","Phoible","digo1243"
"1588","Duruma",1588,"dug","-4.09629","39.322","Phoible","duru1249"
"1589","Giryama",1589,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1590","Jiβana",1590,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1591","Kambe",1591,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1592","Kauma",1592,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1593","Raβai",1593,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1594","Reβe",1594,"nyf","-3.30638","39.6648","Phoible","giry1241"
"1595","Vame",1595,"mlr","10.9481","14.2131","Phoible","vame1236"
"1596","Numala",1596,"mmu","4.52188","11.0599","Phoible","mmaa1238"
"1597","Kotoko",1597,"mpi","12.4609","14.5833","Phoible","mpad1242"
"1598","Mofu, South",1598,"mif","10.567","14.0314","Phoible","mofu1248"
"1599","Mbe",1599,"mtk","6.25838","11.0906","Phoible","mbee1250"
"1600","Nchane",1600,"ncr","6.50696","10.5312","Phoible","ncan1245"
"1601","Mfumte",1601,"nfu","6.63304","10.9943","Phoible","mfum1238"
"1602","Njem",1602,"njy","2.30483","14.1175","Phoible","njye1238"
"1603","Bwamut",1603,"box","11.1687","-3.50303","Phoible","buam1238"
"1604","Kwami",1604,"ktf","-1.53712","27.4633","Phoible","kwam1250"
"1605","Gouro",1605,"goa","7.34954","-6.31154","Phoible","guro1248"
"1606","Cape Verde Creole",1606,"kea","15.0586","-23.6148","Phoible","kabu1256"
"1607","Kulango",1607,"nku","8.46011","-2.74627","Phoible","boun1243"
"1608","Ts'amakko",1608,"tsb","5.3097","36.9139","Phoible","tsam1247"
"1609","Tamazight Berber",1609,"tzm","32.7415","-2.40872","Phoible","cent2194"
"1610","Siwi",1610,"siz","29.2023","25.5197","Phoible","siwi1239"
"1611","Ndamba",1611,"ndj","-8.40485","36.0271","Phoible","ndam1239"
"1612","Barein (Jalkiya)",1612,"bva","11.1168","18.0764","Phoible","bare1279"
"1613","Barein (Giliya)",1613,"bva","11.1168","18.0764","Phoible","bare1279"
"1614","Barein (Jalking)",1614,"bva","11.1168","18.0764","Phoible","bare1279"
"1615","Barein (Komiya)",1615,"bva","11.1168","18.0764","Phoible","bare1279"
"1616","Gaahmg",1616,"tbi","11.4674","33.9797","Phoible","gaam1241"
"1617","Mungbam",1617,"mij","6.5805","10.2267","Phoible","abar1238"
"1618","Mundabli",1618,"boe","6.59969","10.2704","Phoible","mund1328"
"1619","Ajumbu",1619,"muc","6.53792","10.2556","Phoible","mbuu1238"
"1620","Koshin",1620,"kid","6.5817","10.299","Phoible","kosh1246"
"1621","Fang",1621,"fak","6.54384","10.319","Phoible","fang1248"
"1622","Kuranko",1622,"knk","9.49325","-10.6122","Phoible","kura1250"
"1623","Lwaa",1623,"nie","9.70362","17.8135","Phoible","niel1243"
"1624","Gisiga",1624,"gis","10.6755","14.219","Phoible","nort3047"
"1625","Moghamo",1625,"mgo","5.88942","9.87416","Phoible","meta1238"
"1626","Mokpwe",1626,"bri","4.24178","9.23887","Phoible","mokp1239"
"1627","Siamou",1627,"sif","10.998","-4.92143","Phoible","siam1242"
"1628","Ngiemboon",1628,"nnh","5.56777","10.1266","Phoible","ngie1241"
"1629","Nugunu",1629,"yas","4.63103","11.1837","Phoible","nugu1242"
"1630","Mbembe",1630,"nza","6.98399","10.7085","Phoible","tigo1236"
"1631","Orma",1631,"orc","-1.79489","39.6075","Phoible","orma1241"
"1632","Pinyin",1632,"pny","5.7991","10.0682","Phoible","piny1238"
"1633","Pana",1633,"pnz","8.71518","13.6009","Phoible","pana1293"
"1634","Thok Reel",1634,"atu","6.32234","30.4945","Phoible","reel1238"
"1635","Ouldeme",1635,"udl","10.955","14.1378","Phoible","wuzl1236"
"1636","Balese",1636,"les","1.8798","29.2918","Phoible","lese1243"
"1637","Toura",1637,"neb","7.76747","-7.33105","Phoible","tour1242"
"1638","Kigweno",1638,"gwe","-3.68407","37.6827","Phoible","gwen1239"
"1639","Sisumbwa",1639,"suw","-3.47335","31.9457","Phoible","sumb1240"
"1640","Luzinza",1640,"zin","-2.64132","32.1755","Phoible","zinz1238"
"1641","Kimeru",1641,"mer","0.26484","37.7396","Phoible","meru1245"
"1642","Kikahe",1642,"hka","-3.51412","37.5759","Phoible","kahe1238"
"1643","Kihangaza",1643,"han","-2.52347","30.7074","Phoible","hang1260"
"1644","Kimochi",1644,"old","-3.33743","37.3357","Phoible","moch1256"
"1645","Kisimbiti",1645,"ssc","-0.95719","34.1033","Phoible","suba1252"
"1646","Eciruuri",1646,"kya","-1.80737","33.71","Phoible","kway1241"
"1647","Wawa",1647,"www","6.68974","11.7802","Phoible","wawa1246"
"1648","Tachelhit",1648,"shi","29.7854","-7.77879","Phoible","tach1250"
"1649","Tounia",1649,"tug","9.42506","18.2059","Phoible","tuni1251"
"1650","Senoufo, Cebaara",1650,"sef","9.50768","-6.15264","Phoible","ceba1235"
"1651","Fuliiru",1651,"flr","-3.04022","28.9865","Phoible","fuli1240"
"1652","Sandawe",1652,"sad","-5.26918","35.4808","Phoible","sand1273"
"1653","Tsuvaɗi",1653,"tvd","10.8421","5.22095","Phoible","tsuv1239"
"1654","Ejagham",1654,"etu","5.54442","8.90959","Phoible","ejag1239"
"1655","Yemba",1655,"ybb","5.47421","10.0214","Phoible","yemb1246"
"1656","Nchufie",1656,"bfj","5.84612","10.4518","Phoible","bafa1249"
"1657","Burji",1657,"bji","4.44624","38.4646","Phoible","burj1242"
"1658","Anii",1658,"blo","9.11127","1.60169","Phoible","anii1245"
"1659","Fipa",1659,"fip","-7.88963","31.3442","Phoible","fipa1238"
"1660","Nawuri",1660,"naw","8.45116","0.04947","Phoible","nawu1242"
"1661","Anfillo",1661,"myo","8.568","34.647","Phoible","anfi1235"
"1662","Bokala-Nkole",1662,"nto","-1.99062","18.265","Phoible","ntom1248"
"1663","Talasa",1663,"tbr","10.6378","30.4128","Phoible","tumt1243"
"1664","Iyive",1664,"uiv","6.50437","9.53302","Phoible","iyiv1238"
"1665","Karo Batak",1665,"btx","2.12787","98.2517","Phoible","bata1293"
"1666","Tagalog",1666,"tgl","14.06","121.747","Phoible","taga1270"
"1667","Southern Sama",1667,"ssb","5.07546","119.38","Phoible","sout2918"
"1668","Kimaragang",1668,"kqr","6.61982","116.96","Phoible","kima1244"
"1669","Belait",1669,"beg","4.96207","114.933","Phoible","bela1260"
"1670","Iloko/Ilocano",1670,"ilo","15.9361","120.993","Phoible","ilok1237"
"1671","Phan Rang Cham (Eastern Cham)",1671,"cjm","11.2853","108.49","Phoible","east2563"
"1672","Moklen",1672,"mkm","8.16761","98.3176","Phoible","mokl1243"
"1673","Moken",1673,"mwt","10.1474","98.6765","Phoible","moke1242"
"1674","Nias",1674,"nia","0.90691","97.4961","Phoible","nias1242"
"1675","Javanese",1675,"jav","-0.572307","110.885","Phoible","java1254"
"1676","Buol",1676,"blf","0.97727","121.519","Phoible","buol1237"
"1677","Makassar",1677,"mak","-5.65551","119.838","Phoible","maka1311"
"1678","Mori Bawah",1678,"xmz","-2.56016","121.37","Phoible","mori1268"
"1679","Kambera",1679,"xbr","-9.88447","120.235","Phoible","kamb1299"
"1680","Tetun",1680,"tet","-9.11217","125.528","Phoible","tetu1245"
"1681","Leti",1681,"lti","-8.19808","127.674","Phoible","leti1246"
"1682","Makian, East (Taba)",1682,"mky","0.07337","127.423","Phoible","east2440"
"1683","Biak",1683,"bhw","-0.9523","135.879","Phoible","biak1248"
"1684","Ambon Malay",1684,"abs","-3.71342","128.184","Phoible","ambo1250"
"1685","Banda Malay",1685,"bpq","-4.55565","129.905","Phoible","band1353"
"1686","Manado Malay",1686,"xmm","1.48099","124.843","Phoible","mala1481"
"1687","Kupang Malay",1687,"mkn","-10.2526","123.63","Phoible","kupa1239"
"1689","North Maluku Malay",1689,"max","-0.86437","128.323","Phoible","nort2828"
"1690","Indonesian",1690,"ind","-7.33458","109.716","Phoible","indo1316"
"1691","Madurese",1691,"mad","-7.0","113.0","Phoible","nucl1460"
"1692","Cebuano",1692,"ceb","8.38799","124.367","Phoible","cebu1242"
"1693","Balinese",1693,"ban","-8.35714","115.075","Phoible","bali1278"
"1694","Bugis",1694,"bug","-0.251495","119.251","Phoible","bugi1244"
"1695","Bikol (Bicolano)",1695,"bcl","13.7574","123.403","Phoible","cent2087"
"1696","Hiligaynon",1696,"hil","10.4018","122.974","Phoible","hili1240"
"1697","Kapampangan",1697,"pam","14.9603","120.502","Phoible","pamp1243"
"1698","Minangkabau",1698,"min","4.17","96.25","Phoible","mina1268"
"1699","Pagasinan",1699,"pag","15.9377","120.365","Phoible","pang1290"
"1700","Tengger",1700,"tes","-7.89069","113.037","Phoible","teng1272"
"1701","Abujmaria",1701,"mrr","19.7875","79.9144","Phoible","mari1414"
"1702","Andamanese",1702,"apq","12.241","92.7965","Phoible","apuc1241"
"1703","Angami",1703,"njm","25.6841","93.8668","Phoible","anga1288"
"1704","Ao-Naga",1704,"njo","26.3241","94.3824","Phoible","aona1235"
"1705","Apatani",1705,"apt","27.1933","93.7284","Phoible","apat1240"
"1706","Assamese",1706,"asm","26.0876","91.2932","Phoible","assa1263"
"1707","Awadhi",1707,"awa","27.5907","82.4663","Phoible","awad1243"
"1708","Badaga",1708,"bfq","11.3094","76.5974","Phoible","bada1257"
"1709","Balti",1709,"bft","34.4491","77.2859","Phoible","balt1258"
"1710","Banjara",1710,"lmn","16.5734","76.9717","Phoible","lamb1269"
"1711","Bengali",1711,"ben","24.0","90.0","Phoible","beng1280"
"1712","Bhili",1712,"bhb","20.85","73.9592","Phoible","bhil1251"
"1713","Bhumij",1713,"unr","25.0391","87.1792","Phoible","mund1320"
"1714","BoRo",1714,"bwo","10.6596","35.345","Phoible","boro1277"
"1715","Brokskat",1715,"bkk","34.5308","76.6026","Phoible","brok1247"
"1716","Bundeli",1716,"bns","24.8982","78.9542","Phoible","bund1253"
"1717","Chandangs and Byangs",1717,"cdn","29.7033","80.4832","Phoible","chau1259"
"1718","Chokri",1718,"nri","25.5636","94.2887","Phoible","chok1243"
"1719","Darmiya",1719,"drd","29.8629","80.5439","Phoible","darm1243"
"1720","Didayi",1720,"gaq","18.6076","82.984","Phoible","gata1239"
"1721","Gade-Lohar",1721,"gda","25.8583","78.2187","Phoible","gade1236"
"1722","Gallong",1722,"adl","27.749","96.311","Phoible","galo1242"
"1723","Garo",1723,"grt","25.2954","90.462","Phoible","garo1247"
"1724","Gojri",1724,"gju","34.3768","73.1461","Phoible","guja1253"
"1725","Gujarati",1725,"guj","22.687","71.0962","Phoible","guja1252"
"1726","Gutob",1726,"gbj","18.3857","82.771","Phoible","bodo1267"
"1727","Halbi",1727,"hlb","20.3081","81.3742","Phoible","halb1244"
"1728","Hindi",1728,"hin","25.0","77.0","Phoible","hind1269"
"1729","Ho",1729,"hoc","23.9596","87.1188","Phoible","hooo1248"
"1730","Irula",1730,"iru","12.7065","79.9521","Phoible","irul1243"
"1731","Jaunsari",1731,"jns","30.5587","77.9084","Phoible","jaun1243"
"1732","Juang",1732,"jun","21.2606","85.5845","Phoible","juan1238"
"1733","Kangri",1733,"xnr","31.915","76.366","Phoible","kang1280"
"1734","Kannada",1734,"kan","13.5878","76.1198","Phoible","nucl1305"
"1735","Kanigke:rgotti",1735,"saz","9.99172","77.9427","Phoible","saur1248"
"1736","Karbi (Mikir)",1736,"mjw","25.7317","93.0462","Phoible","karb1241"
"1737","Kasaba",1737,"iru","12.7065","79.9521","Phoible","irul1243"
"1738","Kashmiri",1738,"kas","34.1668","74.3305","Phoible","kash1277"
"1739","Kattunaika",1739,"xuj","11.5041","76.5767","Phoible","jenn1240"
"1740","Kharia",1740,"khr","22.3571","84.3922","Phoible","khar1287"
"1741","Khasi",1741,"kha","24.977","91.9998","Phoible","khas1269"
"1742","Khezha",1742,"nkh","25.7078","94.3114","Phoible","khez1235"
"1743","Kod̩agu",1743,"kfa","12.2443","75.9161","Phoible","koda1255"
"1744","Kolami",1744,"kfb","20.1022","78.4934","Phoible","nort2699"
"1745","Kon̩d̩a or Kubi",1745,"kfc","18.2675","82.934","Phoible","kond1295"
"1746","Kon̩ekar Gadaba",1746,"gau","18.276","83.378","Phoible","mudh1235"
"1747","Konkani",1747,"knn","19.2414","73.9166","Phoible","konk1267"
"1748","Koraga",1748,"kfd","12.9163","75.2","Phoible","korr1238"
"1749","Korku",1749,"kfq","21.8358","77.5541","Phoible","kork1243"
"1750","Kota",1750,"kfe","11.4978","76.9387","Phoible","kota1263"
"1751","Koya",1751,"kff","17.6772","81.2096","Phoible","koya1251"
"1752","Kui",1752,"kxu","19.2043","83.5859","Phoible","kuii1252"
"1753","Kumauni",1753,"kfy","29.5622","80.0171","Phoible","kuma1273"
"1754","Kurux",1754,"kru","24.4644","86.4657","Phoible","kuru1302"
